speaker,text,start,end,image_description,confidence,emotion,emocional_confidence,answer_gpt_l_q,video_id,whisper_model
SPEAKER_01," E a notícia da vez é que agora fedeu para Haddad.  Tudo isso porque saiu o resultado das contas públicas no desgoverno de Lula,  que mostrou o maior rombo nos cofres do Brasil e revelou a incompetência do ministro da Economia.",0.0,11.92,"A imagem é uma publicação do TikTok, com o nome de usuário @brasil.alerta. Mostra duas pessoas em imagens separadas, uma a cada lado da imagem. O texto principal, em destaque vermelho, diz ""INSCREVE-SE FEDEU PARA PARA PARA HADDAD"". Abaixo, em letras brancas, está escrito ""APARECEU O ROMBO NAS CONTAS PÚBLICAS NO GOVERNO LULA"". Há também um símbolo de alerta amarelo com um exclamation mark, um desenho do bandeira do Brasil e um símbolo de alarme vermelho. O contexto sugere uma crítica ao governo Lula, possivelmente relacionada a contas públicas. O grau de confiança é 0.7.",0.7,raiva,média,"['raiva', 'raiva', 'triste']",132,large
SPEAKER_00," Saiu o resultado fiscal do governo federal na sexta-feira, 104,6 bilhões de déficit.  É difícil não comparar com os 26,3 bilhões de superávit no mesmo período do governo Bolsonaro.  Desde que o presidente Lula e já na equipe de transição sinalizavam a intenção de aumentar os gastos,  nós sabíamos que o fiscal seria um grande problema.  O Haddad, para tentar tranquilizar o mercado, saiu por aí prometendo um déficit de 100 bilhões de reais  para 2023.  Pois bem, ele conseguiu, em oito meses, cumprir o déficit prometido para 12 meses.  As causas dos déficits, a causa do déficit é muito clara de se enxergar.  Queda nas receitas nominais, receitas reais despencando e aumento de gastos.  Resultado, o caos se instalou.  A dívida pública já subiu 1,5%.  Em oito meses, saiu de 72,9% para 72,5%.  Em oito meses, saiu de 74,4%.  Mas isso não é o mais grave.  O mercado financeiro, e o Banco Central revelou isso no seu relatório da inflação,  projeta um endividamento para 2032 de 89%.",12.920000000000002,95.82,"A imagem é uma publicação do TikTok, com o nome de usuário @brasil.alerta. Mostra duas pessoas em imagens separadas, uma a cada lado da imagem. O texto principal, em destaque vermelho, diz ""INSCREVE-SE FEDEU PARA PARA PARA HADDAD"". Abaixo, em letras brancas, está escrito ""APARECEU O ROMBO NAS CONTAS PÚBLICAS NO GOVERNO LULA"". Há também um símbolo de alerta amarelo com um exclamation mark, um desenho do bandeira do Brasil e um símbolo de alarme vermelho. O contexto sugere uma crítica ao governo Lula, possivelmente relacionada a contas públicas. O grau de confiança é 0.7.",0.7,triste,média,"['raiva', 'triste', 'triste']",132,large
SPEAKER_00," Então é bom a bancada de esquerda começar a colocar um novo termo no dicionário,  dominância fiscal.  O que é dominância fiscal?  É o momento em que a dívida de um país chega a tal ponto  que a política monetária,  não tem absolutamente nenhuma função mais.  O Banco Central se vê diante de uma escolha de Sofia.  Se eu aumento os juros para controlar a inflação,  a dívida explode.  Se eu não aumento os juros para evitar a explosão da dívida,  a inflação explode.  Não há nenhum resultado positivo.  Se um país atinge a dominância fiscal, nós ficamos reféns do acaso.  Porque a política monetária deixa de ser eficaz.  Esse é o legado de Fernando Haddad.  A gente avisou que ele era ruim,  a gente avisou que a dívida ia explodir,  a gente avisou que o déficit ia subir,  a gente avisou que não dá para brincar com esse tipo,  com a responsabilidade fiscal.  Ninguém nos ouviu, o resultado está aparecendo.  O processo de argentinização da economia brasileira segue a todo vapor.",95.82,165.58,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma silhueta de uma nota musical em branco, com as letras ""TikTok"" escritas abaixo em branco. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada à plataforma de mídia social TikTok. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'raiva', 'triste']",132,large
SPEAKER_01," Agora que você assistiu ao vídeo, qual a sua opinião sobre o assunto?  Comente.  Porque sua participação é muito importante para nós.  Aproveite para compartilhar com todos esta informação  e não se esqueça de deixar o like e se inscrever no canal  para não perder as novas notícias.  Obrigado por assistir e até a próxima.",165.9,183.96,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma silhueta de uma nota musical em branco, com as letras ""TikTok"" escritas abaixo em branco. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada à plataforma de mídia social TikTok. O grau de confiança é 1.",1.0,neutro,média,"['neutro', 'triste', 'neutro']",132,large
SPEAKER_00," E a notícia da vez é que, por essa, Moraes não esperava.  Donald Trump entrou no caso e o caldo engrossou para o lado do ministro do STF.  Basicamente, o deputado Eduardo Bolsonaro resolveu levar a briga com Alexandre de Moraes para o território americano,  buscando enquadrá-lo por conspiração contra os direitos fundamentais.  E não é que encontrou ouvidos atentos?  Um advogado ligado à gestão Trump teria apontado que, nos Estados Unidos,  impedir alguém de exercer suas liberdades pode render até 10 anos de prisão.  Se Moraes já estava acostumado a ser chamado de xerife por aqui,",0.0,34.34,"A imagem parece ser uma captura de tela de um vídeo do TikTok, indicado pelo logotipo no canto inferior esquerdo. O texto principal é em português e parece ser uma mensagem de inscrição, com o texto ""INSCREVE-SE"" em vermelho e ""MORAES NÃO"" em branco. Abaixo, há uma imagem de uma pessoa com a mão no queixo, vestindo um terno, e o texto em português que parece ser uma citação ou descrição, mas está muito mal escrito e difícil de interpretar. O contexto sugere que pode ser uma crítica ou discussão sobre uma figura pública, possivelmente envolvendo um ministro do STF (Supremo Tribunal Federal do Brasil). O grau de confiança é 0.8.",0.8,raiva,média,"['raiva', 'raiva', 'triste']",133,large
SPEAKER_00," agora pode estar na mira da lei do velho oeste americano.  Afinal, nos Estados Unidos, coagir à liberdade de expressão é coisa séria,  e Eduardo Bolsonaro quer ver se a corda aperta para o ministro.  Agora resta saber se Trump vai realmente se envolver e gerar uma crise diplomática,  ou se Alexandre de Moraes vai continuar exercendo suas atribuições normalmente.  E aí?  Qual a sua opinião sobre o assunto?  Você acha que Donald Trump tem mesmo que se meter em assuntos do Brasil?",34.48,60.9,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma nota musical em forma de ""t"" com cores rosa e azul. Abaixo do logotipo, o texto ""TikTok"" está escrito em branco. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada à plataforma de mídia social TikTok. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'raiva', 'neutro']",133,large
SPEAKER_00, Lula mandou um recado para Bolsonaro ao vivo.  E o ex-presidente chorou no hospital ao assistir.,0.0,5.84,"A imagem mostra uma pessoa com expressão séria e lágrimas nos olhos. Há um texto em português na parte superior da imagem, escrito em um retângulo vermelho, que diz: ""Lula faz Bolsonaro chorar ao vivo"". Abaixo, há o logotipo do TikTok e o nome de usuário ""@noticiasurgentesbr01"". O contexto sugere que a imagem foi compartilhada em uma plataforma de mídia social, possivelmente TikTok, e está relacionada a um evento ou noticia envolvendo políticos. O grau de confiança é 0.7.",0.7,triste,alta,"['triste', 'triste', 'triste']",134,large
SPEAKER_00, Bolsonaro foi internado às pressas no Rio Grande do Norte.,6.36,9.7,"A imagem mostra uma pessoa internada em um hospital, com vários equipamentos médicos conectados ao corpo. A pessoa está deitada em uma cama de hospital, com um tubo nasal de oxigênio e vários sensores e fios conectados ao corpo. O texto na imagem é em português e diz: ""Lula faz Bolsonaro chorar ao vivo"". Abaixo, há outro texto que diz: ""Bolsonaro foi internado"". O logotipo do TikTok está presente na imagem, indicando que o vídeo foi compartilhado nessa plataforma. O contexto sugere que o vídeo é sobre a saúde de Bolsonaro, um político brasileiro, e a reação de outra pessoa, Lula, ao saber dessa informação. O grau de confiança é 0.95.",0.95,neutro,média,"['neutro', 'triste', 'neutro']",134,large
SPEAKER_00, Mas o que ninguém esperava era a atitude de Lula durante um evento em Brasília.,10.54,14.94,"A imagem mostra uma cena de um hospital ou clínica, com uma equipe médica e pacientes. Alguns profissionais estão sorrindo e posando para uma foto, enquanto outros assistem. Há um logotipo do TikTok e um texto que parece ser um nome de usuário ou handle, ""noticiasurgentesbr01"", indicando que a imagem foi compartilhada em uma plataforma de mídia social. O contexto sugere que pode ser um momento de celebração ou reconhecimento dentro de um ambiente de saúde. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",134,large
SPEAKER_00," Sem aviso, ele interrompeu o discurso e disse",15.82,18.5,"A imagem mostra uma pessoa vestida com um terno preto, camisa branca e gravata vermelha. O fundo é neutro, possivelmente cinza. No canto inferior direito, há o logotipo do TikTok e o texto ""@noticiasurgentesbr01"". No centro inferior, em letras amarelas, está escrito ""LULA DURANTE"". O contexto sugere que a imagem está relacionada a uma postagem no TikTok, possivelmente sobre o ex-presidente Lula da Silva, com o nome ""Lula Durante"" sendo mencionado. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva', 'neutro']",134,large
SPEAKER_00," Independentemente das nossas diferenças, desejo pronta recuperação ao ex-presidente.  Saúde está acima da política.  A mensagem pegou todo mundo de surpresa.",19.880000000000003,30.54,"A imagem mostra uma pessoa vestida com um terno preto e gravata, em um ambiente que parece ser um evento oficial, possivelmente um discurso ou entrevista. O fundo apresenta o logotipo da bandeira do Brasil e o texto ""BRASIL"". Há também um logotipo do TikTok e o texto ""noticiasurgentesbr01"" na parte inferior direita da imagem. O contexto sugere que a pessoa está em um evento público ou de mídia, possivelmente em um país que usa a bandeira do Brasil. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",134,large
SPEAKER_00," Pouco tempo depois, Bolsonaro assistiu ao vídeo direto do hospital e não segurou as lágrimas.",31.36,36.78,"A imagem mostra uma pessoa vestida com um terno preto, camisa azul e gravata vermelha. Há uma legenda em português na parte inferior da imagem que diz ""POUCO TEMPO"". O logotipo do TikTok está presente no canto inferior direito, junto com o texto ""@ noticiasurgentesbr01"". O contexto sugere que a imagem foi capturada de um vídeo no TikTok, possivelmente relacionado a notícias ou eventos. O grau de confiança é 0.9.",0.9,triste,alta,"['triste', 'triste', 'triste']",134,large
SPEAKER_00," Segundo aliados, ele teria dito",37.16,39.52,"A imagem mostra uma pessoa vestindo roupas médicas azuis, em um ambiente que parece ser um hospital ou clínica, com equipamentos médicos ao fundo. Há uma legenda em português que diz ""E NÃO"", e o logotipo do TikTok está presente na parte inferior direita, junto com o texto ""@ noticiasurgentesbr01"". O contexto sugere que a pessoa está em um hospital e pode estar falando sobre um assunto relacionado à saúde ou à condição de saúde, possivelmente em um vídeo para a rede social TikTok. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",134,large
SPEAKER_00, A cena explodiu nas redes.,39.52,44.56,"A imagem mostra uma pessoa vestindo uma camisa cirúrgica azul, em um ambiente que parece ser um hospital ou clínica médica. No canto inferior direito, há um logotipo do TikTok e o texto ""@ noticiasurgententesbr01"". No centro da imagem, há um texto em português que diz ""ELE TERIA DITO"", com ""DITO"" em destaque em amarelo. O contexto sugere que a imagem está relacionada a notícias ou reportagens de um canal de notícias no TikTok, possivelmente sobre um evento médico ou hospitalar. O grau de confiança é 0.9.",0.9,raiva,média,"['raiva', 'raiva', 'neutro']",134,large
SPEAKER_00," Uns chamaram de falsidade, outros de maturidade política.",44.92,49.1,"A imagem mostra duas pessoas em um ambiente escuro, possivelmente durante um evento público ou cerimônia. Ambas estão vestidas formalmente, com um homem à esquerda usando um terno escuro e um lenço amarelo, e o outro homem à direita usando um terno preto. A imagem está sobrada de um logotipo do TikTok e o texto ""A CENA"" em letras amarelas, além do nome de uma conta de TikTok ""@noticiasurgentesbr01"". O contexto sugere que a imagem foi capturada em um evento de mídia social, possivelmente relacionado a notícias ou política, dada a fonte do TikTok e o título ""A CENA"". O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'triste', 'neutro']",134,large
SPEAKER_00, Mas uma coisa é certa.,50.04,51.14,"A imagem mostra duas pessoas vestindo roupas com cores verde e amarelo, que são as cores da bandeira do Brasil. Uma delas está levantando a mão em um gesto de saudação. Ambas estão em um veículo aberto, possivelmente em um evento público. O texto ""POLÍTICA"" está em destaque na parte inferior da imagem, sugerindo que o contexto pode estar relacionado a uma discussão ou evento político. O logotipo do TikTok e o texto ""@ noticiasurgententesbr01"" indicam que a imagem foi compartilhada em uma plataforma de mídia social. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'neutro']",134,large
SPEAKER_00, Foi um momento raro na política brasileira.  E você?,51.3,54.78,"A imagem mostra dois homens em um estúdio de televisão, provavelmente durante uma discussão ou entrevista. Ambos estão vestidos com ternos formais e seguram papéis. O fundo é azul com efeitos de luzes e linhas brilhantes, sugerindo um cenário tecnológico ou digital. No canto inferior direito, há o logotipo do TikTok e o texto ""noticiasurgentesbr01"", indicando que a imagem foi compartilhada em uma plataforma de mídia social. O texto ""NA POLÍTICA"" está em destaque na parte inferior da imagem, sugerindo que o conteúdo se refere a assuntos políticos. O grau de confiança é 0.95.",0.95,neutro,média,"['neutro', 'neutro']",134,large
SPEAKER_00, Acredita que Lula foi sincero?,55.2,57.2,"A imagem mostra dois homens em trajes formais em um palco, possivelmente durante um debate ou evento político. Um dos homens está com a mão no ombro do outro, sugerindo uma interação amigável ou respeitosa. O fundo é escuro com um design de linhas azuis, típico de estúdios de TV ou palcos de debates. No canto inferior direito, há um logotipo do TikTok e o texto ""noticiasurgentesbr01"", indicando que a imagem foi compartilhada em uma plataforma de mídia social. A frase ""E VOCÊ"" está destacada em letras amarelas no centro da imagem, sugerindo que o conteúdo pode ser parte de uma pergunta ou convite para interação. O contexto sugere que o evento é de natureza política, possivelmente uma discussão entre candidatos a presidência. O grau de confiança é 0.9.",0.9,neutro,média,"['neutro', 'feliz', 'neutro']",134,large
SPEAKER_00, Ou isso foi puro teatro?  Comenta aqui embaixo e compartilha esse vídeo com quem precisa ver isso.,57.38,63.06,"A imagem mostra duas pessoas fazendo o sinal do coração com as mãos. Ambas estão sorrindo e parecem estar em um ambiente interno. O logotipo do TikTok está presente no canto inferior direito, indicando que a imagem foi compartilhada em uma plataforma de redes sociais. O texto ""noticiasurgentesbr01"" está presente, sugerindo que o perfil do TikTok é associado a uma fonte de notícias. O contexto sugere que a imagem foi compartilhada em um vídeo de notícias ou conteúdo relacionado a notícias. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'feliz', 'neutro']",134,large
Unknown, Apenas um.,63.56,64.16,"A imagem parece ser uma captura de tela de um vídeo do TikTok, indicado pelo logotipo no canto inferior direito. O texto ""TikTok"" e ""noticiasurgententesbr01"" estão presentes, sugerindo que o vídeo está associado a uma conta específica no TikTok. O contexto sugere que o vídeo pode estar relacionado a notícias ou eventos, mas a imagem é extremamente desfocada, tornando difícil a interpretação de detalhes adicionais. O grau de confiança é de 0.5, devido à falta de clareza na imagem.",0.5,neutro,média,"['neutro', 'neutro']",134,large
Unknown, Apenas um.  Apenas um.  Apenas um.                        ,64.86,67.58,"A imagem mostra o logotipo do TikTok em um fundo preto. Abaixo do logotipo, há um campo de busca com o texto ""@ noticiasurgente..."" e o ícone do TikTok. O contexto sugere que a imagem está relacionada a uma conta do TikTok, possivelmente uma conta de notícias ou de um usuário que se identifica como ""noticiasurgente"". O grau de confiança é 0.9.",0.9,triste,baixa,"['triste', 'neutro']",134,large
SPEAKER_00, Foi revelado fraude nas eleições?,0.0,1.96,"A imagem mostra uma mão derramando café em uma xícara branca em uma superfície de mármore. O café está sendo servido de um potiche preto. No canto inferior esquerdo, há um logotipo do TikTok e o texto ""@mercadoemsegundos"". O contexto sugere que a imagem foi compartilhada em uma rede social, possivelmente TikTok, e o usuário é @mercadoemsegundos. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",135,large
SPEAKER_00," Alexandre Cordeiro, chefe do Conselho Administrativo,",2.38,5.48,"A imagem parece ser uma montagem para uma publicação em uma rede social, possivelmente TikTok, como indicado pelo logotipo no canto inferior esquerdo. O texto principal, em português, sugere uma discussão sobre fraudes eleitorais, com a frase ""HOUVE FRAUDE NAS ELEIÇÕES?"" destacada em vermelho. A imagem inclui duas figuras masculinas em trajes formais, uma delas sorrindo, e o fundo parece mostrar uma multidão em um evento público. O contexto sugere uma discussão política, possivelmente relacionada a eleições. O grau de confiança é 0.8.",0.8,neutro,alta,"['neutro', 'neutro', 'neutro']",135,large
SPEAKER_00," determinou a abertura de uma investigação em cima de empresas de pesquisa como Datafolha, IPEC e IPESP.",5.56,11.94,"A imagem mostra uma pessoa sentada em frente a uma tela que exibe uma imagem de um homem com barba e óculos, vestindo um terno. O texto na tela em português diz: ""Presidente do Cade manda abrir inquérito para investigar Diretor do Cade"". O logotipo do TikTok está presente na parte inferior direita da imagem, e o texto ""mercadoemsegundos"" está escrito abaixo do logotipo. O contexto sugere que a imagem foi capturada de um vídeo no TikTok, possivelmente relacionado a uma discussão ou noticia sobre um inquérito do Conselho Administrativo de Defesa Econômica (CADE). O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste', 'neutro']",135,large
SPEAKER_00," Segundo ele, todos os institutos erraram, favorecendo muito um candidato",12.14,16.68,"A imagem mostra uma pessoa sentada em uma mesa, com o logotipo do ""Instituto de Pesquisas Ipec"" ao fundo. O texto ""Datafolha"" está presente no topo da imagem, sugerindo que a pessoa pode estar participando de uma entrevista ou evento relacionado a pesquisas ou estatísticas. O logotipo do TikTok e o texto ""mercadoemsegundos"" indicam que a imagem foi compartilhada em uma plataforma de redes sociais. O grau de confiança é 0.95.",0.95,triste,média,"['raiva', 'triste', 'triste']",135,large
SPEAKER_00, e que a atitude pode ser classificada como um crime eleitoral.,16.68,19.94,"A imagem mostra um homem falando em um microfone, vestindo um terno preto e uma camisa branca. Há um fundo azul com formas geométricas. No canto inferior direito, há um logotipo do TikTok e o texto ""mercadoemsegundos"". No canto inferior esquerdo, há um cartão com a palavra ""FIBE"" e ""FÓRUM DE INSTITUTOS"". O texto ""todos os institutos"" está destacado em amarelo no centro da imagem. O contexto sugere que o homem está participando de um evento relacionado a institutos, possivelmente um fórum, e que a imagem foi compartilhada em uma plataforma de mídia social, como o TikTok. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'triste']",135,large
SPEAKER_00," Em algumas análises, a equipe de Alexandre detectou diferenças gigantes nos resultados das pesquisas",20.04,25.86,"A imagem mostra uma cena dentro de uma cela, com pessoas vestindo roupas prisionais. Há um texto em português que diz ""CRIME ELEITORAL"" em letras vermelhas e ""crime eleitoral"" em letras amarelas. O logotipo do TikTok está presente na parte inferior direita da imagem, e há um texto que parece ser um nome de usuário ou handle, ""@mercadoemsegundos"". O contexto sugere que a imagem está relacionada a um vídeo de uma rede social, possivelmente TikTok, e o texto sugere uma crítica ou denúncia sobre um suposto crime eleitoral. O grau de confiança é 0.8.",0.8,neutro,média,"['neutro', 'triste', 'neutro']",135,large
SPEAKER_00," com o real resultado das urnas,",25.86,27.64,"A imagem mostra duas pessoas em um ambiente interno, possivelmente em uma reunião ou evento. Uma pessoa está vestindo uma camisa azul e uma jaqueta sem mangas, enquanto a outra está parcialmente visível à esquerda. O texto ""das pesquisas com"" está em destaque na parte inferior da imagem, sugerindo que o conteúdo pode estar relacionado a pesquisas ou estudos. O logotipo do TikTok e o texto ""mercadoemsegundos"" estão presentes na parte inferior direita, indicando que o vídeo pode ter sido compartilhado em uma plataforma de mídia social. O contexto sugere que pode ser um vídeo de uma reunião ou apresentação, possivelmente relacionado a um mercado ou estudo. O grau de confiança é 0.8.",0.8,neutro,média,"['neutro', 'triste', 'neutro']",135,large
SPEAKER_00," onde de 19 institutos, 10 teriam errado a quantidade de votos em Lula, acima da margem de erro,",27.64,33.8,"A imagem mostra uma urna eletrônica em um ambiente interno, provavelmente durante um processo de votação. O texto na tela da urna diz ""A votação será iniciada a partir de..."" e ""Por favor, aguarde"". O texto ""das urnas,"" está em destaque em amarelo, sugerindo que o vídeo pode estar relacionado a uma discussão sobre urnas eletrônicas. O logotipo do TikTok e o texto ""@mercadoemsegundos"" indicam que o vídeo foi compartilhado em uma plataforma de mídia social. O contexto sugere que o vídeo pode estar relacionado a uma discussão sobre eleições ou tecnologia eletrônica de votação. O grau de confiança é 0.9.",0.9,triste,média,"['raiva', 'triste', 'triste']",135,large
SPEAKER_00," enquanto 18 erraram a quantidade de votos em Bolsonaro, abaixo dessa margem de confiança.",34.0,39.3,"A imagem mostra um gráfico comparando pesquisas eleitorais com os resultados das urnas. O título do gráfico é ""Diferença entre as pesquisas e as urnas"". As pesquisas são listadas com suas respectivas margens de erro e diferenças em pontos percentuais (p.p.) em relação aos resultados das urnas. As pesquisas incluem Ipec/Globo, Datafolha, Ipsos, Quaest, Atlasintel, Podemos, Idea, MDA e Paraná Pesquisas. O gráfico destaca que as diferenças variam de 7,1% a 14%. O logotipo da CNN Brasil está presente no canto superior esquerdo, indicando que o gráfico foi publicado em uma plataforma de notícias. A imagem também contém uma legenda em português que sugere que ""10 teriam errado"", o que pode ser uma interpretação ou conclusão extraída do gráfico. O contexto sugere que a imagem foi compartilhada em uma rede social, como TikTok, conforme indicado pelo logotipo no canto inferior direito. O grau de confiança é 0,95.",1.0,neutro,média,"['neutro', 'triste', 'neutro']",135,large
SPEAKER_00," Esse aí é o empréstimo do Lula.  Enquanto o trabalhador vai ganhar 3% de juros por ano,  o empréstimo do Lula vai cobrar de você 3% ao mês.  Então aí, uma média, se você pegar 30 mil reais, você vai pagar 83 mil reais.  E você vai pagar com o seu próprio dinheiro e a garantia é a sua própria aposentadoria pública.",0.0,28.62,"A imagem mostra um vídeo do TikTok, com o nome do usuário @robertospantoja. No topo, há um texto em português que parece ser um título ou descrição do vídeo, mencionando ""PEGA O EMPRÉSTIMO DO LULA!"" e um valor de R$ 30.000,00 em um empréstimo, com 84 parcelas de R$ 992,19, totalizando R$ 83.343,96. A taxa de referência é de 3,04% ao mês. O fundo do texto é amarelo e azul. No fundo da imagem, há uma pessoa sorrindo para a câmera, em uma sala com uma TV, estantes e uma escada. O contexto sugere que o vídeo pode ser um anúncio ou uma discussão sobre empréstimos, possivelmente com um tom humorístico ou satírico, dada a menção a ""Lula"". O grau de confiança é 0,95.",0.0,raiva,média,"['raiva', 'raiva', 'triste']",137,large
SPEAKER_00," Então, na verdade, é o programa Individa Brasil.  E é exatamente isso que eles fazem.  A esquerda, ela foca no consumo e na dívida.  A direita foca na produção.",28.62,42.58,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma letra ""t"" em forma de um som de música, seguida do texto ""TikTok"". Abaixo do logotipo, há uma barra de progresso com cores azul e vermelha, que parece estar em um processo de carregamento ou carregamento. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada a uma tela de carregamento ou inicialização do aplicativo TikTok. O grau de confiança é 1.",1.0,raiva,baixa,"['raiva', 'triste', 'neutro']",137,large
SPEAKER_00, Tá botando imposto! Eu não quero pagar! Eu não vou aumentar o preço e tal!,0.0,4.22,"A imagem mostra uma pessoa sentada em uma cadeira de jogos, usando fones de ouvido e um microfone. O fundo é desfocado, com objetos indistintos. Há um logotipo do TikTok e o nome de usuário ""@lucktitan"" no canto inferior esquerdo. A imagem parece ser de um vídeo do TikTok, possivelmente um streamer ou influenciador. O grau de confiança é 0.95.",0.95,raiva,alta,"['raiva', 'raiva', 'raiva']",138,large
SPEAKER_00," É crime, galera. Que que deveria ter sido feito? Deveriam ter impedido na hora  a farra fiscal que tava acontecendo. Então, só explicando assim, resumidamente, o que vai acontecer.  É uma merda. É, é uma merda. Só que é uma merda que deveria ter acontecido desde o início.  E não deixar a merda acontecer pra vir agora consertar. Por quê? O que que acontece?",4.36,22.18,"A imagem é uma captura de tela de um vídeo do TikTok, publicado pelo usuário @lucktitan. O vídeo mostra uma pessoa em um estúdio de transmissão, usando fones de ouvido e falando em um microfone. O texto na imagem menciona uma notícia sobre uma empresa de Felipe Neto recebendo R$ 14 milhões em isenção fiscal. O contexto sugere que o vídeo é uma discussão ou análise sobre política e negócios, possivelmente relacionado a uma crise de confiança ou mudanças de opinião política. O nível de confiança é 0.8, pois a imagem é uma captura de tela e não há informações adicionais para verificar a veracidade do conteúdo.",0.8,raiva,baixa,"['raiva', 'triste']",138,large
SPEAKER_00," A gente não pode defender sua negação fiscal, galera. A gente vai defender isso agora, publicamente?  Então não acreditem nessas mentiras da extrema-direita. Imposto é roubo.  Davi, primeiro cê precisa estudar, né? Depois comentar.",22.42,34.42,"A imagem mostra o logotipo do TikTok em um fundo preto. Abaixo do logotipo, há um campo de busca com o texto ""@lucktitan"" e o ícone do TikTok. O contexto sugere que a imagem está relacionada à plataforma TikTok, possivelmente como uma tela de login ou uma página de perfil. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'feliz', 'raiva']",138,large
SPEAKER_00," Só uma bomba, saindo aqui agora do plenário da Câmara dos Deputados,",0.0,2.96,"A imagem mostra um homem em um evento formal, provavelmente em um corredor ou entrada de um edifício. Ele está vestindo um terno e segurando um documento. No canto superior esquerdo, há um logotipo do TikTok e o nome de usuário ""@andrejanones"". No canto superior, há um texto em português que diz ""URGENTE"" e ""PESSOAL"", sugerindo que o vídeo pode ser de um comunicado urgente ou de interesse pessoal. O contexto sugere que o vídeo foi compartilhado em uma plataforma de mídia social, possivelmente TikTok, e o homem está participando de um evento público ou de negócios. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste', 'neutro']",139,large
SPEAKER_00," com a informação que eu já peço que vocês sentem o dedo e compartilhem ao máximo aí,",2.96,6.06,"A imagem mostra uma pessoa em um ambiente interno, provavelmente em um evento ou entrevista. A pessoa está vestida formalmente, com um terno e gravata. Há um texto em português na imagem que parece ser uma transcrição ou legendagem do que a pessoa está dizendo. O texto menciona ""URGENTE"", ""SAINDO AQUI AGORA DO PLENÁRIO RIO DA CÂMARA DOS DEPUTADOS"", e um nome de usuário ""@andrejanones"". O logotipo do TikTok está presente na esquina inferior esquerda, indicando que a imagem foi compartilhada em uma plataforma de vídeo social. O contexto sugere que a pessoa está falando sobre um evento político ou legislativo, possivelmente em um prédio do Congresso Nacional do Brasil. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'neutro']",139,large
SPEAKER_00," os deputados bolsonaristas estão articulando ali dentro  pra impedir a isenção do imposto de renda pra quem ganha até 5 mil reais, é isso mesmo.  A gente aqui trabalhando dois dias por semana, ganhando 40 pau por mês,  e eles acham que vocês, o povo, tem que ralar, tem que trabalhar seis dias por semana,  folgar só um e ainda pagar imposto de renda.  Eles alegam que quem ganha 5 mil reais tá, ó, com a vida ganha, tem dinheiro demais e tem que pagar imposto.",6.1,28.82,"A imagem mostra uma pessoa vestindo um terno escuro com uma camisa branca e gravata. Há uma legenda em amarelo que diz ""@andrejanones"". No canto inferior direito, há um logotipo do TikTok e o nome ""@andrejanones"" novamente. O contexto sugere que a pessoa está em um evento social ou profissional, possivelmente em uma sala de espera ou corredor. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'feliz', 'triste']",139,large
SPEAKER_00," Eu tô indo agora pro meu gabinete e vou começar a trabalhar nesse projeto de lei aqui  pra gente conseguir isentar quem ganha até 5 mil reais, pra gente poder tá ajudando o presidente Lula,  mas o mais importante agora é vocês compartilharem esse vídeo e divulgar isso,  dar visibilidade pra gente poder impedir esses canalhas de impedirem a aprovação desse projeto.  Tamo junto!",28.82,50.12,"A imagem mostra o logotipo do aplicativo TikTok em um fundo preto. O logotipo é composto por uma nota musical em forma de ""T"" com cores vermelha, branca e azul. Abaixo do logotipo, o nome ""TikTok"" está escrito em letras brancas. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada a um aplicativo de mídia social, possivelmente um momento de carregamento ou uma tela de espera. O grau de confiança é 1.",1.0,raiva,alta,"['raiva', 'raiva', 'raiva']",139,large
