speaker,text,start,end,image_description,confidence,emotion,emocional_confidence,answer_gpt_l_q,video_id,whisper_model,processing_time
SPEAKER_01, E a notícia da vez é que agora fedeu para Haddad.,0.0,2.5,"A imagem é uma publicação de uma rede social, possivelmente TikTok, indicada pelo logotipo no canto inferior esquerdo. A publicação contém o texto ""INSCREVE-SE"" em um retângulo vermelho, seguido de ""FEDEU PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA",,triste,média,"['raiva', 'triste', 'triste']",132,large-v3,
SPEAKER_01," Tudo isso porque saiu o resultado das contas públicas no desgoverno de Lula,",2.66,6.76,"A imagem é uma publicação de uma rede social, possivelmente TikTok, indicada pelo logotipo no canto inferior esquerdo. A publicação contém o texto ""INSCREVE-SE"" em um retângulo vermelho, seguido de ""FEDEU PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA",,triste,média,"['raiva', 'triste', 'triste']",132,large-v3,
SPEAKER_01, que mostrou o maior rombo nos cofres do Brasil e revelou a incompetência do ministro da Economia.,6.84,11.92,"A imagem é uma publicação de uma rede social, possivelmente TikTok, indicada pelo logotipo no canto inferior esquerdo. A publicação contém o texto ""INSCREVE-SE"" em um retângulo vermelho, seguido de ""FEDEU PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA",,triste,média,"['raiva', 'triste', 'triste']",132,large-v3,
SPEAKER_00," Saiu o resultado fiscal do governo federal na sexta-feira, 104,6 bilhões de déficit.",12.88,21.9,"A imagem é uma publicação de uma rede social, possivelmente TikTok, indicada pelo logotipo no canto inferior esquerdo. A publicação contém o texto ""INSCREVE-SE"" em um retângulo vermelho, seguido de ""FEDEU PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA",,triste,alta,"['triste', 'triste', 'triste']",132,large-v3,
SPEAKER_00," É difícil não comparar com os 26,3 bilhões de superávit no mesmo período do governo Bolsonaro.",21.9,30.0,"A imagem é uma publicação de uma rede social, possivelmente TikTok, indicada pelo logotipo no canto inferior esquerdo. A publicação contém o texto ""INSCREVE-SE"" em um retângulo vermelho, seguido de ""FEDEU PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA PARA",,raiva,baixa,"['raiva', 'triste', 'neutro']",132,large-v3,
SPEAKER_00," Desde que o presidente Lula e já na equipe de transição sinalizavam a intenção de aumentar os gastos,  nós sabíamos que o fiscal seria um grande problema.  O Haddad, para tentar tranquilizar o mercado, saiu por aí prometendo um déficit de 100 bilhões de reais  para 2023.  Pois bem, ele conseguiu, em oito meses, cumprir o déficit prometido para 12 meses.  As causas dos déficits, a causa do déficit é muito clara de se enxergar.  Queda nas receitas nominais, receitas reais despencando e aumento de gastos.",31.34,72.3,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com a data ""09/10/2023"" e o nome ""DEP. CLÁUDIO BRANCHIERI"". O texto principal sugere que há um problema com contas públicas no governo Lula, mencionando ""ROMBO"" e ""CONTAS PÚBLICAS"". Há um aviso de alerta com um símbolo de exclamation mark e um logotipo do Brasil. O contexto sugere que pode ser uma denúncia ou notificação sobre contas públicas no governo Lula. O grau de confiança é 0.7, pois a imagem parece ser uma captura de tela de um vídeo de notícias ou denúncia, mas não há garantia de que o conteúdo seja verdadeiro.",0.7,triste,média,"['raiva', 'triste', 'triste']",132,large-v3,
SPEAKER_00," Resultado, o caos se instalou.  A dívida pública já subiu 1,5%.  Em oito meses, saiu de 72,9% para 72,5%.  Em oito meses, saiu de 74,4%.  Mas isso não é o mais grave.  O mercado financeiro, e o Banco Central revelou isso no seu relatório da inflação,  projeta um endividamento para 2032 de 89%.  Então é bom a bancada de esquerda começar a colocar um novo termo no dicionário,  dominância fiscal.  O que é dominância fiscal?  É o momento em que a dívida de um país chega a tal ponto  que a política monetária,  não tem absolutamente nenhuma função mais.",72.7,115.26,"A imagem parece ser uma captura de tela de um vídeo de uma rede social, possivelmente TikTok, com uma data de 09/10/2023. O texto principal sugere uma notificação ou alerta sobre o ministro Fernando Haddad e o rombo nas contas públicas. Há também menção ao deputado Cláudio Branchieri. O contexto sugere que o vídeo é sobre uma discussão ou notificação relacionada à política brasileira. O nível de confiança é 0.8.",0.8,triste,média,"['raiva', 'triste', 'triste']",132,large-v3,
SPEAKER_00," O Banco Central se vê diante de uma escolha de Sofia.  Se eu aumento os juros para controlar a inflação,  a dívida explode.  Se eu não aumento os juros para evitar a explosão da dívida,  a inflação explode.  Não há nenhum resultado positivo.  Se um país atinge a dominância fiscal, nós ficamos reféns do acaso.  Porque a política monetária deixa de ser eficaz.  Gente, esse é o legado de Fernando Haddad.  A gente avisou que ele era ruim, a gente avisou que a dívida ia explodir,  a gente avisou que o déficit ia subir,  a gente avisou que não dá para brincar com esse tipo,  com a responsabilidade fiscal.  Ninguém nos ouviu, o resultado está aparecendo.",115.62,158.74,"A imagem parece ser uma captura de tela de um vídeo de notícias ou de uma postagem em uma rede social, possivelmente TikTok, dada a presença do logotipo da plataforma. O texto principal sugere uma denúncia ou alerta sobre supostos problemas financeiros no governo de Lula, com menção a ""rombo"" (deficiência financeira) em contas públicas. O nome ""Cláudio Branchieri"" é associado ao texto, possivelmente indicando que ele é o responsável pela denúncia ou que está sendo citado no vídeo. O logotipo ""brasil.alerta"" sugere que o conteúdo pode estar relacionado a notícias ou alertas sobre o Brasil. O texto ""09/10/2023"" indica a data da postagem ou do vídeo. O contexto sugere que o vídeo é de natureza jornalística ou de denúncia, possivelmente com intenção de informar ou alertar o público sobre questões políticas. O grau de confiança é 0.7, pois embora o texto sugira uma denúncia, não há evidências visuais de fontes confiáveis ou de que o vídeo tenha sido verificado por uma entidade de notícias.",0.7,raiva,média,"['raiva', 'raiva', 'triste']",132,large-v3,
SPEAKER_00, O processo de argentinização da economia brasileira segue a todo vapor.,158.92,165.58,"A imagem parece ser uma publicação de mídia social, possivelmente TikTok, com o logotipo do aplicativo visível no canto inferior direito. O texto principal é em português e menciona ""INSCREVE-SE"", ""FEDEU PARA PARA PARA"", ""HADDAD"", ""APARECEU O ROMBO NAS CONTAS PÚBLICAS"", ""NO GOVERNO LULA"". Há também um símbolo de alerta e a bandeira do Brasil. O contexto sugere que a imagem está relacionada a uma crítica ou denúncia sobre contas públicas no governo Lula, possivelmente associado a um movimento de denúncia ou alerta. O grau de confiança é 0.7, pois a imagem parece ser uma montagem ou meme, com o objetivo de provocar reações, mas não há evidências claras de fontes confiáveis.",0.7,raiva,baixa,"['raiva', 'neutro']",132,large-v3,
SPEAKER_01," Agora que você assistiu ao vídeo, qual a sua opinião sobre o assunto?  Comente.  Porque sua participação é muito importante para nós.  Aproveite para compartilhar com todos esta informação.  E não se esqueça de deixar o like e se inscrever no canal para não perder as novas notícias.  Obrigado por assistir e até a próxima.",165.9,183.96,"A imagem parece ser uma publicação de mídia social, possivelmente TikTok, com o logotipo do aplicativo visível no canto inferior direito. O texto principal é em português e menciona ""INSCREVE-SE"", ""FEDEU PARA PARA PARA"", ""HADDAD"", ""APARECEU O ROMBO NAS CONTAS PÚBLICAS"", ""NO GOVERNO LULA"". Há também um símbolo de alerta e a bandeira do Brasil. O contexto sugere que a imagem está relacionada a uma crítica ou denúncia sobre contas públicas no governo Lula, possivelmente associado a um movimento de denúncia ou alerta. O grau de confiança é 0.7, pois a imagem parece ser uma montagem ou meme, com o objetivo de provocar reações, mas não há evidências claras de fontes confiáveis.",0.7,neutro,média,"['neutro', 'triste', 'neutro']",132,large-v3,
SPEAKER_01," Mas o mais grave é o preço do gás.  O povo não sabe que o botijão de 13 quilos de gás, de 13 litros de gás,  sai da Petrobras a 35 reais.  É o que sai da Petrobras.  Entretanto, depois que ela é entregue, independente do Estado,  ele chega a 140 reais, a 132 reais, a 120 reais,",0.0,27.38,"A imagem parece ser uma captura de tela de uma postagem em uma rede social, possivelmente Instagram, com uma imagem de um evento público. No topo, há um texto em português que denuncia um aumento do preço do gás de cozinha, de R$ 34 para R$ 140,00, atribuindo o aumento ao ICMS (Imposto sobre Circulação de Mercadorias e Serviços), que é um imposto estadual. O texto menciona o nome ""Lula"" e o ""Ministério de Energia"". No fundo, há uma imagem de um homem em um evento público, vestindo uma jaqueta vermelha com o brasão do Brasil, segurando um microfone. Há também uma menção ao ""Ministério de Energia"" e ""CanalGov"", sugerindo que o evento está relacionado ao governo. O contexto sugere que o post está relacionado a uma discussão sobre política e economia, possivelmente em relação a políticas de preços de combustíveis e impostos. O grau de confiança é 0.8.",0.8,triste,média,"['raiva', 'triste', 'triste']",142,large-v3,
SPEAKER_01," depende do ICMS que é cobrado no Estado.  Então, na verdade, o povo paga o triplo do preço que ele sai da Petrobras.  E eu estava dizendo para a máquina que é importante informar a população disso,  para o povo saber quem chegar na hora que aumenta,  para o povo saber quem é o filho da mãe disso.",27.38,47.04,"A imagem parece ser uma captura de tela de um vídeo ou postagem em uma rede social, possivelmente do Twitter, dada a presença do logotipo ""@Helder-Cidadão Democrático"". O texto em português sugere que há uma denúncia sobre o preço do gás de cozinha, com referências a Petrobras e ICMS (Imposto sobre Circulação de Mercadorias e Serviços). O contexto parece ser um evento público, possivelmente relacionado à indústria naval brasileira, conforme indicado pelo texto na imagem e pelo logotipo ""canal.gov"" no canto superior esquerdo. O logotipo sugere que o evento é transmitido ou patrocinado pelo governo brasileiro. A imagem também inclui um gráfico com preços de gás de cozinha, sugerindo que o foco do vídeo é a discussão sobre o preço do gás e suas taxas.

Confiança: 0.8",0.8,raiva,média,"['raiva', 'raiva']",142,large-v3,
SPEAKER_00," Você acabou de ver aí o presidente Lula denunciando o que acontece com o preço do gás  que sai da Petrobras custando 34 reais.  E chega no teu Estado aí custando 150, 140 reais,  porque cada Estado tem o ICMS.  O ICMS é o Imposto Estadual que são os governadores que fixam.  Então é isso, pessoal.  O gás sai a 34 reais.  Porém, tem o ICMS e outros custos, e aí chega para você aí a 140 e 150 reais.  E é importante que você saiba disso.  Outro dia mesmo.  Os governadores, através do CONFAES, aumentaram o ICMS sobre a gasolina e o óleo diesel.  E é por isso que aumentou a gasolina e o óleo diesel.  E agora, você está vendo aí que o preço do gás está a esse valor por conta do ICMS,  que é o Imposto Estadual.  E o presidente Lula está certíssimo em denunciar e mostrar para o povo brasileiro  que muitas coisas não são culpa do governo federal, pessoal.  Tem o IPTU, que é municipal, o ISS, que é municipal, o ICMS, que é estadual.  Então, a população tem que saber quem cobrar.  Não é só cobrar o Lula, o governo, sendo que muitas coisas estão com o preço elevado  por conta do ICMS, que é o Imposto Estadual.  Então, cobre o teu governador.  É isso aí, pessoal.  Simples assim.",47.42,137.16,"A imagem mostra duas pessoas em um ambiente interno, possivelmente durante um evento ou transmissão de vídeo. A pessoa no primeiro plano está falando diretamente para a câmera, enquanto a pessoa no segundo plano, vestida com uma roupa de trabalho vermelha e usando um chapéu, está segurando um microfone e parece estar cantando ou falando. Não há textos, legendas ou logotipos visíveis na imagem. O contexto sugere que pode ser uma transmissão ao vivo, possivelmente em uma plataforma de redes sociais ou em um canal de TV. O grau de confiança é 0.8.",0.8,raiva,média,"['raiva', 'raiva', 'neutro']",142,large-v3,
SPEAKER_01," Só para não deixar dúvida, candidato, desculpe interrompê-lo, o senhor continua sendo favorável à legalização das drogas ou da maconha, por exemplo?  Não, eu te disse de maneira muito clara, eu sou favorável à diferenciação entre usuário e traficante.  E descriminalização, então?  Entre usuário e traficante. Não coloque essa palavra na minha boca, porque depois, inclusive, nesses tempos, vai ser utilizada como fake news quando ela vir.",0.0,23.68,"A imagem mostra uma cena de um programa de televisão ou de uma entrevista, possivelmente em um estúdio de TV. Há dois homens em primeiro plano, um vestindo um terno azul e outro em uma camisa vermelha. Ambos parecem estar em um debate ou discussão. O texto em português na imagem sugere que está sendo discutido um futuro político, com referências a ""filhos"" e ""melhor"". Há um logotipo do TikTok e um nome de usuário ""@pablomarco"" no canto inferior esquerdo, indicando que a imagem foi compartilhada em uma plataforma de mídia social. O contexto sugere que o vídeo pode estar relacionado a uma discussão política ou eleitoral. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'neutro']",117,large-v3,
SPEAKER_01," Não ficou clara ainda essa descriminalização?  A decisão é a decisão do STF, é aquilo que eu defendo.  Usuário tem que ser tratado de uma forma e traficante de outra.  O caminho é esse. Então substâncias químicas não devem ser tema do código penal.  Nós defendemos o fim da guerra às drogas. É preciso descriminalizar as drogas no Brasil. É preciso legalizar a maconha.  Como o Uruguai fez, como o Canadá fez, como os estados norte-americanos fizeram, como vários países europeus fizeram.",23.7,54.1,"A imagem parece ser uma montagem de fotos de pessoas, possivelmente relacionadas a políticos, com um fundo que sugere um contexto de protesto ou campanha. Há um texto em português que diz: ""Esse é o futuro que ele quer para seus filhos!"" e outro que parece ser ""DISCRIMINALIZAR"". Há também um logotipo do TikTok e um nome de usuário ""@pablomarcal.sp01"". O contexto sugere que a imagem pode estar relacionada a uma discussão sobre políticos e suas políticas, possivelmente em um contexto de críticas ou debates. O grau de confiança é 0.8.",0.8,neutro,baixa,"['neutro', 'triste', 'feliz']",117,large-v3,
SPEAKER_01, O caminho é esse.  O caminho é esse.  Questão de substâncias químicas não deve ser tema do código penal.  Questão de substâncias químicas não deve ser tema do código penal.  Questão de substâncias químicas não deve ser tema do código penal.,54.92,61.02,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma nota musical em tons de rosa e azul, seguida pelo nome ""TikTok"" em letras brancas. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada a uma tela de carregamento ou inicialização do aplicativo TikTok. O grau de confiança é 1.",1.0,raiva,baixa,"['raiva', 'triste', 'neutro']",117,large-v3,
Unknown, Questão de substâncias químicas não deve ser tema do código penal.  Questão de substâncias químicas não deve ser tema do código penal.                  ,61.1,64.44,"A imagem mostra o logotipo do TikTok em um fundo preto. O logotipo é composto por uma nota musical em tons de rosa e azul, seguida pelo nome ""TikTok"" em letras brancas. Não há outros elementos visíveis na imagem. O contexto sugere que a imagem está relacionada a uma tela de carregamento ou inicialização do aplicativo TikTok. O grau de confiança é 1.",1.0,neutro,média,"['neutro', 'triste', 'neutro']",117,large-v3,
SPEAKER_00," Olha que engraçado, pessoal, a candidata Adriana do PT está me processando porque eu estou falando que ela é a candidata Adriana do PT.",0.0,6.32,"A imagem parece ser uma captura de tela de uma transmissão de TV ou de um vídeo online. No topo, há uma mulher falando em um palco, segurando um microfone. Ela está vestindo um blazer branco e uma camisa azul. O fundo é azul com elementos gráficos e texto em português. O texto na parte inferior da imagem é uma transcrição ou legendas do que está sendo dito, com frases como ""Que é o o lilás"", ""O que acontece que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que",,raiva,alta,"['raiva', 'raiva', 'raiva']",18,large-v3,
SPEAKER_00, Ela está me processando porque eu estou dizendo que ela está escondendo o PT.,6.82,9.52,"A imagem parece ser uma captura de tela de uma transmissão de TV ou de um vídeo online. No topo, há uma mulher falando em um palco, segurando um microfone. Ela está vestindo um blazer branco e uma camisa azul. O fundo é azul com elementos gráficos e texto em português. O texto na parte inferior da imagem é uma transcrição ou legendas do que está sendo dito, com frases como ""Que é o o lilás"", ""O que acontece que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que",,raiva,média,"['raiva', 'triste', 'raiva']",18,large-v3,
SPEAKER_00, Ela não quer que eu mostre que ela é do PT.,9.72,11.42,"A imagem parece ser uma captura de tela de uma transmissão de TV ou de um vídeo online. No topo, há uma mulher falando em um palco, segurando um microfone. Ela está vestindo um blazer branco e uma camisa azul. O fundo é azul com elementos gráficos e texto em português. O texto na parte inferior da imagem é uma transcrição ou legendas do que está sendo dito, com frases como ""Que é o o lilás"", ""O que acontece que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que",,raiva,baixa,"['raiva', 'triste']",18,large-v3,
SPEAKER_00," Não quer que eu mostre que ela está escondendo o Lula, que ela está escondendo o vestido vermelho e o broche do PT.",11.62,15.3,"A imagem parece ser uma captura de tela de uma transmissão de TV ou de um vídeo online. No topo, há uma mulher falando em um palco, segurando um microfone. Ela está vestindo um blazer branco e uma camisa azul. O fundo é azul com elementos gráficos e texto em português. O texto na parte inferior da imagem é uma transcrição ou legendas do que está sendo dito, com frases como ""Que é o o lilás"", ""O que acontece que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que",,raiva,média,"['raiva', 'raiva']",18,large-v3,
SPEAKER_00," Tudo coisas que ela usava, que ela usava com orgulho nas outras eleições, quando ela fazia o L.",15.88,20.42,"A imagem parece ser uma captura de tela de uma transmissão de TV ou de um vídeo online. No topo, há uma mulher falando em um palco, segurando um microfone. Ela está vestindo um blazer branco e uma camisa azul. O fundo é azul com elementos gráficos e texto em português. O texto na parte inferior da imagem é uma transcrição ou legendas do que está sendo dito, com frases como ""Que é o o lilás"", ""O que acontece que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que que",,neutro,média,"['neutro', 'feliz', 'neutro']",18,large-v3,
SPEAKER_00," E agora nessa eleição, que as pesquisas mostram que o Lula tem uma rejeição altíssima,  ela não quer mostrar que ela é do PT e está me processando pedindo que a gente retire o vídeo do debate do ar.  É brincadeira, ela sabe que os outros candidatos não vão fazer isso.  Os outros candidatos não têm coragem de enfrentá-la, de mostrar que ela realmente é do PT, como vocês viram no outro debate.  E para completar, ainda estão mentindo.  Eu disse no debate que a saídinha que ela votou para que seja mantida, a saídinha dos presos,  faz com que mulheres fiquem em situação de risco, porque elas são expostas a estupradores.  Boa parte dos estupros são cometidos por presos, por bandidos, na saídinha.",20.56,50.68,"A imagem parece ser uma captura de tela de um debate eleitoral, possivelmente em um programa de TV. Há um homem no centro da imagem, com um fundo azul e branco, e uma mulher ao fundo, segurando um microfone. Há textos em português, incluindo ""O QUE QUE AC"", ""PREFEITO"", ""FRED"", ""RODRIGUES"", ""22"", ""VICE LEONARDO RIZZO"", e ""COLIGAÇÃO GOIANIA ACONHA DE TUDO - PL NOVO"". O contexto sugere que é um debate eleitoral, possivelmente para uma eleição municipal, com o candidato Fred Rodrigues sendo um dos participantes. O grau de confiança é 0.95.",0.95,raiva,baixa,"['raiva', 'feliz', 'triste']",18,large-v3,
SPEAKER_00," E eles mentiram, sabe o que eles falaram?  Ela justifica no processo, dizendo que ela aprovou um projeto de saídinha  que impede que condenados por estupro saibam.  Ah, ou seja, já condenados.  Mas não foi isso que eu disse.  Eu disse que presos na saídinha, bandidos na saídinha cometem estupros.  Como nesse caso aqui.  Ou nesse outro caso.  Ou nesse outro caso.",50.74,70.22,"A imagem parece ser uma captura de tela de um site de notícias, possivelmente do ""Correio Braziliense"", com uma notícia sobre um crime sexual ocorrido no Sul de Minas Gerais. O texto menciona um homem de 42 anos preso por estupro de vulnerável. Há também referências a um artigo específico, o § 2º do artigo 122, que parece estar relacionado à legislação penal brasileira. O contexto sugere que a notícia é sobre um crime sexual cometido contra uma criança e que o suspeito foi preso. O nível de confiança é de 0.9, dado que a imagem parece ser uma captura de tela de um site de notícias e não há evidências de que seja uma imagem de TV ou de uma rede social.",0.9,raiva,média,"['raiva', 'raiva']",18,large-v3,
SPEAKER_00," Ou nesse caso aqui.  O Google está cheio de exemplos, pessoal.",70.46,73.66,"A imagem parece ser uma captura de tela de um site de notícias, possivelmente de um jornal brasileiro, com o título ""Correio Braziliense"". O texto principal parece ser uma notícia sobre um homem preso por supostamente abusar sexualmente de uma criança de 10 anos em Minas Gerais, Brasil. O título da notícia está mal formado e contém muitos erros gramaticais e de ortografia, o que sugere que o texto foi copiado de outra fonte ou está em um estágio de redação incompleto. O contexto sugere que a notícia é sobre um crime sexual, especificamente abuso sexual contra uma criança. O grau de confiança é 0.95, dado que a informação é clara e o contexto sugere um evento real, mas o texto está mal escrito.",0.95,neutro,média,"['neutro', 'triste', 'neutro']",18,large-v3,
SPEAKER_00, Bandidos na saídinha cometem boa parte dos estupros.  E ela não quer que eu fale disso.,74.3,78.7,"A imagem mostra uma pessoa com barba e cabelo escuro, vestindo uma camisa preta. Ao fundo, há um documento com texto em português, referente à Lei 14.843/24, mencionando crimes como estupro, homicídio, latrocínio e exploração sexual infantil. Há também um logotipo com a letra ""A"" e o nome ""Anna Raquel Gomes Advogados"". O contexto sugere que pode ser uma discussão sobre direitos humanos ou questões legais, possivelmente em um ambiente de mídia social ou em um evento relacionado ao tema. O grau de confiança é 0.9.",0.9,raiva,baixa,"['raiva', 'triste']",18,large-v3,
SPEAKER_00," Adriana do PT, vocês não vão me intimidar.  Eu sei enfrentar o PT.  Eu estou fazendo isso há muito tempo.  Ao contrário desses outros candidatos aí que estão fingindo te enfrentar.  Que não tem coragem de falar nada sobre o PT, nada sobre você.  Nada sobre o que você está fazendo.  Estão fazendo parte desse teatrinho político aí.  Para tentar ludibriar a população de Goiânia.  Pode avisar seu marqueteiro.  Toda oportunidade que eu tiver, e principalmente ao vivo, eu vou falar a verdade na sua cara.  Você não deveria ter medo da verdade.  Você não deveria estar escondendo quem você é.  Mas vocês estão escondendo quem vocês são.  Justamente porque vocês sabem que a rejeição no Lula em Goiânia é altíssima.  Como deveria ser.  Eu vou enfrentar o PT.  Enquanto eu estiver aqui.  O PT não vai entrar em Goiânia.  Vocês podem ter certeza disso.  Eu não tenho medo de enfrentar vocês.  E eu sei o que vocês fazem.  Eu sei as táticas de vocês.  Então, fique tranquilo.  Não adianta tentar mentir sobre mim.  Não adianta tentar me tornar inelegível.  Não adianta fake news.  A população de Goiânia só quer uma coisa.  A verdade.",79.94,138.08,"A imagem parece ser uma montagem para um vídeo de campanha eleitoral, possivelmente para as eleições de 2022 no Brasil. No centro, há uma pessoa com barba e cabelo escuro, vestindo uma camisa preta. Ao fundo, há duas pessoas, uma mulher com cabelo loiro e um homem com cabelo branco e barba, ambos sorrindo. O texto ""VAMOS"" está visível em azul, ao lado de uma bandeira brasileira. Abaixo, há o nome ""FRED RODRIGUES"" e o número ""22"", que pode indicar o número da candidatura. O logotipo ""PREFEITO"" está presente, sugerindo que o candidato é para prefeito. O texto ""VICE LEONARDO RIZZO"" indica que há um vice-candidato. O contexto sugere que é uma campanha eleitoral, possivelmente para as eleições de prefeito. O grau de confiança é 0.95.",0.95,raiva,alta,"['raiva', 'raiva', 'raiva']",18,large-v3,
SPEAKER_02," E aí, dá ideia?",0.0,1.18,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com a marca do aplicativo no canto superior esquerdo. Há uma divisão em duas partes: a esquerda mostra uma pessoa falando, e a direita mostra uma mão segurando um smartphone. O texto ""Eleições 2024"" está no canto superior esquerdo, sugerindo que o vídeo está relacionado às eleições de 2024. O logotipo ""Papo Reto"" está presente no centro inferior, e o nome ""Senador Canedo"" está em um retângulo vermelho na parte inferior. O contexto sugere que o vídeo pode ser uma discussão ou análise sobre as eleições de 2024, possivelmente envolvendo o senador Canedo. O grau de confiança é 0.9.",0.9,neutro,alta,"['neutro', 'neutro', 'neutro']",39,large-v3,
SPEAKER_01," Deixa eu te falar, você tá colocando uns vídeos aí desse bicho aí  Esse bicho me xingou lá dentro do restaurante  E você tá postando aí as mentiras que o cara tá falando?",2.640000000000001,10.9,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com a marca do aplicativo no canto superior esquerdo. Há uma divisão em duas partes: a esquerda mostra uma pessoa falando, e a direita mostra uma mão segurando um smartphone. O texto ""Eleições 2024"" está no canto superior esquerdo, sugerindo que o vídeo está relacionado às eleições de 2024. O logotipo ""Papo Reto"" está presente no centro inferior, e o nome ""Senador Canedo"" está em um retângulo vermelho na parte inferior. O contexto sugere que o vídeo pode ser uma discussão ou análise sobre as eleições de 2024, possivelmente envolvendo o senador Canedo. O grau de confiança é 0.9.",0.9,raiva,alta,"['raiva', 'raiva', 'raiva']",39,large-v3,
SPEAKER_02," Uai, mas você é o assessor do... que queria bater no...  O que que tava? Deixa eu te falar  Não, mas deixa eu te falar",11.22,19.3,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com a marca do aplicativo no canto superior esquerdo. Há uma divisão em duas partes: a esquerda mostra uma pessoa falando, e a direita mostra uma mão segurando um smartphone. O texto ""Eleições 2024"" está no canto superior esquerdo, sugerindo que o vídeo está relacionado às eleições de 2024. O logotipo ""Papo Reto"" está presente no centro inferior, e o nome ""Senador Canedo"" está em um retângulo vermelho na parte inferior. O contexto sugere que o vídeo pode ser uma discussão ou análise sobre as eleições de 2024, possivelmente envolvendo o senador Canedo. O grau de confiança é 0.9.",0.9,raiva,alta,"['raiva', 'raiva', 'raiva']",39,large-v3,
SPEAKER_02," Você é assessor do cara, então nós não pode cobrar do seu vereador  Que ele fudeu nós não  Vocês tem que aguentar calado, filho  Não, você tem que ligar pra ninguém não  Não, nós estamos... você tá ligando o PV  Você não tem que ligar pra ninguém pra falar merda não, moço  Uai, vocês tão com o cara com o cara, você fica caladinho  Entendeu?  Então tá bom então  Então tá bom então  O assessor, o assessor  Uai, pera aí",20.08,48.96,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma pessoa falando e uma tela de celular ao lado. O texto na imagem menciona ""Eleições 2024"", ""Senador Canedo"", e ""Candidato a Vereador Zoin Seinfra (AGIR)"". Há também o logotipo do TikTok e o texto ""Papo Reto"" em um quadrado amarelo. O contexto sugere que o vídeo é sobre eleições, possivelmente uma discussão ou análise sobre candidatos. O grau de confiança é 0.9.",0.9,raiva,alta,"['raiva', 'raiva', 'raiva']",39,large-v3,
SPEAKER_00," Tá bom, assessor",52.900000000000006,54.6,"A imagem parece ser uma captura de tela de um vídeo do TikTok, com uma pessoa falando e uma tela de celular ao lado. O texto na imagem menciona ""Eleições 2024"", ""Senador Canedo"", e ""Candidato a Vereador Zoin Seinfra (AGIR)"". Há também o logotipo do TikTok e o texto ""Papo Reto"" em um quadrado amarelo. O contexto sugere que o vídeo é sobre eleições, possivelmente uma discussão ou análise sobre candidatos. O grau de confiança é 0.9.",0.9,neutro,alta,"['neutro', 'neutro', 'neutro']",39,large-v3,
SPEAKER_00," Tá bom, assessor",54.6,58.82,"A imagem mostra o logotipo da plataforma TikTok em um fundo preto. O logotipo é composto por uma combinação de cores vermelho, azul e branco, com a palavra ""TikTok"" escrita em letras brancas. Abaixo do logotipo, há uma barra de progresso em tons de vermelho e azul, que parece estar em um processo de carregamento ou carregamento. O contexto sugere que a imagem está relacionada a uma interface de aplicativo ou site da TikTok, possivelmente durante um carregamento ou processo de inicialização. O grau de confiança é 1.",1.0,neutro,alta,"['neutro', 'neutro', 'neutro']",39,large-v3,
SPEAKER_02," Assessor, você não pode já tá ligando não, assessor  Você não pode tá ligando pra aguentar pros outros não  Entendeu?  Gravou aí? Otário",59.68,67.22,"A imagem mostra o logotipo da plataforma TikTok em um fundo preto. O logotipo é composto por uma combinação de cores vermelho, azul e branco, com a palavra ""TikTok"" escrita em letras brancas. Abaixo do logotipo, há uma barra de progresso em tons de vermelho e azul, que parece estar em um processo de carregamento ou carregamento. O contexto sugere que a imagem está relacionada a uma interface de aplicativo ou site da TikTok, possivelmente durante um carregamento ou processo de inicialização. O grau de confiança é 1.",1.0,raiva,média,"['raiva', 'raiva']",39,large-v3,
